HolderAddress,Balance,PendingBalanceUpdate
0xc73c8c460774f0b1a7dba885830ec5c847f101ea,200000,No
0x7738487d8caf81e94dee68c1a0ea27d738a4a54a,200000,No
0x8bf7d6e5f4d4dc664e212cbcd42ce7c60ff231e6,200000,No
0xae4193c905f1ef3779748a263f4515ccb7506742,200000,No
0x0a1d850223b2d695f77185e88580df307f291846,200000,No
0x1725494f27752699515784a472ee712dc4165380,200000,No
0xbbad2fc3d2de59706c848d6ada8d41717f724abb,200000,No
0xc5d1a41f8e1871fb134d28c0667ac7280d910c76,200000,No
0xf27e88a0e17f2baf23a7e97671859d6b8904e404,200000,No
0x75a3b88bd7fd2387bd2c2d64b8cd28d434e01d5e,200000,No
0x04a62bb15fa9db8c57a9038dac1730609d9525d5,200000,No
0xb64c425a471d2662df2f3aadf2dfa8caacf6ef7f,200000,No
0xc83ec80bde0d8a0aee0e64b43e5199d713824578,200000,No
0x1438605d1fe5ee85cc71c15de1663efb99a29615,200000,No
0x4589d1bf3d3e21e9cdea7603f06e5dbf138ac58e,200000,No
0xef0861814a2d8aebeb8b2a1323728a5d2607e275,200000,No
0x79ec628a68bd4023b48a4681b0d1165908422eb0,200000,No
0xdec3579e4260f4bcaef2eb2027b96032c1bb888c,200000,No
0xfd2c04fb2a9b0991e013f705769300bc0699201b,200000,No
0xf9a5189484e58fcde462adaeec3c5d88a439b4bd,200000,No
0xf86d227665e6601ea6ea6ff2e3cda0b55103729a,200000,No
0x01feee6743eed6f8ace03d524e325560c89f9566,200000,No
0x15be0738a92bd9e7d43e525638430727a1a4f9d9,200000,No
0xf0b1842749437ab8c93598c7b8876e56f73661c0,200000,No
0x9c37aa209b87c1853767aa5e2511bc9b4e2ab904,200000,No
0x4ad699cf7420e352c4f56ad3498fee8130964adf,200000,No
0x0da2deeaedc641952e6d2ede897146e3dda2db6b,200000,No
0x0ccd5bbf358d6bea97456f1a491f0655ee0b8088,200000,No
0xb80b9c9f4abfeec49834c062dfa61ed84c08c7ff,200000,No
0xadb9a192b40aca1de5fd4a460e30ab4a23348dfa,200000,No
0xcbd4da81564d9140e6500ca1f0039879d44eb74c,200000,No
0xf2d1f825a4be866338350fc337d896f7fad340d7,200000,No
0xbb0a89b83ab39110e462d22fd50d0a5b80151abe,200000,No
0x76380e2be50fefdf1ca8c226523f2ded6635870d,200000,No
0x69fa616754fd635c1233eaa5a956aefa5f74934f,200000,No
0x8e94d905bfd75ae82e98e9f5ddd934f9bf1505ee,200000,No
0xe3cd989a011003ad4de85111d3680df62de146b5,200000,No
0x1ab782f80100a40e723b0ab41e0f2f551b8a0dde,200000,No
0x1aa9db131b769bd5936335779eecd91453a78a25,200000,No
0x9badc159cf25ff1ee27702ffa5a02c94abd76cc2,200000,No
0x620d61d73ca707d7767469be9d849b364ae08cc0,200000,No
0x780ed9ab606df98169e063cc72a3749a0107fed1,200000,No
0xb602991c8970c3084536375b8b448b611fb40fc4,200000,No
0xc060f5505005ec68c2e46d7be4a8122ce8fee4cd,200000,No
0x720b319532630ac8eed9f577b9a78270cdf8a89f,200000,No
0x5e59cac3f1391a16093df9665222e2f00649c28d,200000,No
0x9d8721b33c5fc78880c3ed85c555459836283210,200000,No
0x6a143a4458c30a5d77358946bdf87c55b1a94947,200000,No
0x3f211ad7441aad16817db165686c7654914a1614,200000,No
0x03aac5ab3fc6af9fb4a3c81179a519bec64d5c3d,200000,No
0x1c4988a67838908dc544d8e74b52588301752e9b,200000,No
0xf8e9b59a5db6369e564487857e765360095ef4d3,200000,No
0x69d1f477808f404d06ed674c98f3e765aacf4144,200000,No
0xc1d598ff150396d19b487ec2d1de865d927198d3,200000,No
0x1f17b0b1c49370d4eda3afee5427cb0f16d4c86f,200000,No
0xa7da56829e0dfda519fd7d7de7fc535c8d299769,200000,No
0x71aa4b3833622a39ba171047a53919fb062d42aa,200000,No
0x85229e15a886207377f2c13c7d1aa498495b28e2,200000,No
0x927d450e21752f805b820c20293e46a172d0b82b,200000,No
0xd02106868508789ab0f1bdac3f46c8c12583ebbe,200000,No
0xf8a206f6531334f675b10e047a7081446072c1a0,200000,No
0x23f2cdb240e2c268eefe23d463db3dbde1e93630,200000,No
0xaaa4aff3bb642c2c485402799a5949ac6688d47a,200000,No
0x1c9b0c6d84fa72767d894f8e8fce566a6bac4846,200000,No
0x5d84ccbcc2658e1ee5fbb52e13ff3f1bfecdfbde,200000,No
0x1d9c845f1239ea1239a3fa7ddbdb5824f45b7e7d,200000,No
0x1c564858d679b823d9097219495cb4bdceeeb038,200000,No
0x7981cab982592f2561ef8bbc269239dd73c7809c,200000,No
0x55e2840d707c6101d90fdf8cd8cd16e220ee0068,200000,No
0x92b141cdc6f9b64238a624aeeee67242bcb91b6d,200000,No
0xc5351d75b6db042b49cea05856d0953f2c0fc983,200000,No
0xd7bc8325f7d4ad8d4e04f487d19b8887106c439a,200000,No
0xc171159350c03d4187729ed3a4783f17030db541,200000,No
0xa9ee24d7151f8bf3f562f85f2d7b473288c41dbd,200000,No
0xa2dcb59003ef92aa7a62c2b7e22c8d2b22bdba76,200000,No
0x9dc9147a3252a080528d474cbd28d6170cc97da9,200000,No
0xe01b9e1f10c3b0b4fa50f98714b0b401d1fe1695,200000,No
0x9a4b1086225fa9c3355d071ca0c6c6b05508a337,200000,No
0xdf2e2914c45f9631e2e1fee0e955430f66981051,200000,No
0x92a9062244397ed0a2ae62a79a3217f532ca1c74,200000,No
0x9162c8810c5c1f72c0099bab250f814be9dc9c14,200000,No
0x4dfb0f7632444a4da331132ebfeeae0a30063bb6,200000,No
0x07d8d30894d34bee32b6ee7c3c3eab38b26de60a,200000,No
0xb6bb22153fb184b2fbe7a065c2e4d57f3b9df53e,200000,No
0x8503fb8331711e4496215bf0b18c54e755e1078f,200000,No
0x1958133b4741ee4e0543d1ea4dcadfbb05ac1949,200000,No
0xccc7a0ab5146b168545af2ab88d8276f18f97542,200000,No
0x1528e7e4ed79cef8deea6cbb2e6d17ef59419c01,200000,No
0x439d153b44789d1d1f7f31225403983003901279,200000,No
0x54b337985facede88fa7cb71f338333bfbf5f1c8,200000,No
0x1015ee21a3acaadad16038e19d7b5a46af34b378,200000,No
0x2000feddaa081730911d3040e956e3cb2b76ca08,200000,No
0x32372586159f7f6e6fc5c99ffb2cf894590dc234,200000,No
0xd227c6a1cae89ec3867c2a65c5f80e25e30e4db0,200000,No
0x0e1d5d274dc05fe88b997deb73735a10ff29cef6,200000,No
0x36009a36077ee2a3cb945d43fb6c20e28ae21182,200000,No
0xd5fb857d5a697b319594d34dcae44f6fceb0de0e,200000,No
0x62ccbd28a59cf1e24b5b3333ce5f3ffea1a439d5,200000,No
0x07768309e12412b52474f7fe84bb4fdd8e22bcbd,200000,No
0xb5a6a17d8a4bcad62a50b116d6d3f1193112bad3,200000,No
0x3142e7c440f7b175889fbd369903b5131b146364,200000,No
0xfb16257a7fb047a569d61df0a46f39ec5b8c3180,200000,No
0x092a8e0b7cfdb880b7b4a222924276c3ff488ce3,200000,No
0xe4be79568c9a78375fda8aa51748235586905b1a,200000,No
0x3998d7af8c62ec6f7eaa377d1aec81035aac9d56,200000,No
0x0f96ca639dc7af947d664d11bbd038c1a6b26a12,200000,No
0xfa5b454c55892362ee96bc2c985507ad812099cb,200000,No
0xfe591a9b6b0c7cf1cf6a645421eff8abcb457b30,200000,No
0x5053ccf1addc6e66867f1792926bab38699c4107,200000,No
0x17973227142e2d0a590416feece525a217d00017,200000,No
0x40058938cef801ca300b70c059a624d768dd0030,200000,No
0x3906260c111a6703d466a6d5dd09fd02d18c3d83,199911.4578,No
0x028f1c65073b122c33484753e251cf3951fa9a20,197547.1044,No
0x3b7daf2e0aefb7f074e9c46e2b44db3202768c7a,193600,No
0x8ca3104d77670a7535b6597da2839c04b51e73be,191960.8232,No
0xaad82d2f3624acfce3192268f525c3bf30bfa5f2,189587.3619,No
0x4cb67f0164be7cb5e1250dd87757e31a034728d8,186523,No
0xfa809c428650d70a576db580cfc2969827c01a2b,182000,No
0xebf5ade6131ef4acafdf5b09abd43f1d61801d9a,181524,No
0x27fd89496eb429251a093491372298760c7fc8f3,180000,No
0x8451ac51d95fc230ab3cf1502ac2f1a71d87f53a,176012.1007,No
0xdb5cb97b7a644b1dd76826dc9c68f2378538195b,174926.3615,No
0x5f8c4ac6b9f73355420b608b46922edfef1498f2,174793.6813,No
0xea1f3e005f0996c86ad41cde638d686d8a9c36b1,173520.7474,No
0xbbf4fac1d36a32460f45b1a194bf9e71be69d9f2,171636.4295,No
0xc0072b1e7b1ac8f0ce0cb235c1d304e900986328,170960,No
0x24dc446cb6de830b8f32a628288c129b34dde1ae,170000,No
0xee247ec73fcd18773e238e213c1503cd13824a2e,168977.0268,No
0x0e86c6c76236233b2e658ee190fcfc6ff706d31b,168872,No
0x9eeee3104b478a478e3dd8e9479cc333fadbc28c,168498.9472,No
0x6ed2ff654a96b80e77d1eaf2524aa074a4a5592d,167550,No
0xa7554eb2e62d9d1b8bfb6fe3987c3f8b2bcaf5b4,166135,No
0xf822a2bb8da6faf94466182d0645e812de80bb31,165949,No
0xab768742d75fa51f7d8f134b761a872f04bb1d3a,164131.2381,No
0x6ff475893ca9d9a1faec14db68aa2158b53b267f,163539.1004,No
0x559cd87f68652299cc538ec5923b126325793775,161901.552,No
0xe4378cad087a26d1f9476132f0dc30bb9e1b6114,161454.389,No
0xe3e5a229bb873293a86fc5a2edbbed13c26c49fc,161284,No
0x1b02ed810cd71f2b3562529dac7c31fd44140ad5,160675.8738,No
0x9f2b671289e362d029266066d2f2a51948ba1288,160150,No
0xc7323786f51110bd375f9a7799e3babe621ab3cf,160000,No
0x7697278a8e6e1543221c9eda00ac9df192f5592f,159997.7088,No
0x2e8a99e38f04cf2497b0009cfd5fc1c1d1d3790c,159109.1437,No
0x1dbe623157f7cdf98771020e688f7bc25a2e9a21,159099.6651,No
0xe3531462044f9d6c1a740936e881188df03dd0e1,158428.1256,No
0x42d18e1f34bd9b41a5cc76c838fc0537e6b8afda,156809.0767,No
0x0fdad15fa685e575ebd82bfa7202bbd8418cd7e9,154970.5379,No
0x57654c47a7a0dbdaed911f7feaf1ce07cf772c06,154738.7872,No
0x6b3bc54756c76df0630ca7b7631b393a96da4fb1,154443.5366,No
0xf006713fb25a933abbaddc0ce9fb8c056e0930a3,153517,No
0xf5df9e4c2a9971210a93de43d629cd90c3b28b11,153517,No
0x51e96ee62f15a31f75cc1963103333eec3827ffd,152973.8309,No
0x5bf7a86466fc56387c1bb38ed9054b316b6b2c20,151782.1807,No
0xc17a878d9c03b8191275f85fd8f4dfb76137d807,150819.8563,No
0x371692c5daca6250eaa39f41cf5bbc8e7f6a07a3,150075,No
0xede48d196c28966197df86509b3f0a44346c882a,150052.7511,No
0xa6056810469cfc2bfd96941a87819a80e340434f,150043.1258,No
0x04fa5c3869ded7d00f36f13597a2f46aee4c9220,150023.3959,No
0x5cd2f3d811d066ff3e2da3e27a54543f3b988286,150000.9287,No
0xb6fd348f9dd0f0b95c07b43155ff185a11130b75,150000,No
0x4725ba30febb85afd890c2244497b70718f4f6f6,150000,No
0xfbc141350d34912183546907d87d44a137703e1c,149328.5226,No
0x8ac3f943a091f098597c048f5fc4a3e426ffabc3,148671.7705,No
0x6095c219291f718828476e0a2a8679536864a277,145000,No
0xa328e3b617c224d3301a0f763317e3fb08f40a37,145000,No
0x996f1c36de4a998113f3344625c82c032547c2e6,144761.2582,No
0xaae7fb9cebc388b19d13f894668182f08cccd8c9,144385.2494,No
0x67c29e4efa1bd71dd1a1cc0f5738aef5c7d7a17f,142966.7546,No
0x5a3aee2052e3a54745bae59f5bf4378cde094d6a,142425.5246,No
0x55b195c245ccadf4b304f73d29a48485a0c9763f,142412,No
0xfefbd340fe9ecb4ca42f68cef57b9237e1ecd183,141179.2798,No
0x7cb427a63f6a2999d821a5b202af39a8dfcd130b,140969,No
0x3e2eda6cadacb8791824e130ee142d15b8b0c27c,140936.311,No
0xf9cd1aecddf42dd553fe055eecc3f607d05c8dc2,140054.4552,No
0x4b524234854e31c4211f6b51b356cd9e78a75092,140022.5293,No
0xe0f24e2999c99369f0de2aae1e82ede17a20e62e,140000,No
0x4fe8071c1381e20cc7f1e2b08bf7caf393a7693c,140000,No
0xe92145672c7063558fdf668dfe6d23bbc41b92c2,140000,No
0xbe97be4d0885d526ff1b082fffbf73349a45110e,140000,No
0xd16dbee6d1a59b40373a9cb88b1185b93aeabc77,140000,No
0xccb13acba60b1cc10f237f0d7edce1348fb97e95,140000,No
0xc82ca1ca8ea4e3a7cb31e45fe68727613c2f654d,140000,No
0x049830bb15a5548596be150b580f947b37b272b1,140000,No
0x061fc3667d25ca0ccbeb66a538573f242953054a,140000,No
0xd5042117fad711e0b47d1476e6ae76fbe78ce847,140000,No
0x7560cf0291605a08304ab483e896e81ac110358e,139674.479,No
0xcf0a3f2732e25b06d51eff6a410bf5a9b724ac22,139317.3857,No
0x030590bd308d454c42ef44c7c17325b0edab6272,137183.0597,No
0xb15b2333fe9dc08c4a52ca86b6b7e9ee9173f3bc,137047.5043,No
0x9e19c82033881119be1b0aac434cf54acd525f97,137018.6051,No
0x7a1edc5fa3fb858517e3d2b834a6f0a5fe19d1cb,132428.2827,No
0x3312c7edb6be634c3b83bb946f4cf3ca14798021,131845.7687,No
0x797e7ab7ef80d8ef317ae0f594cddc5c4ab25f71,131772.0005,No
0x53a9aa46dd2ab7d7bfbc58baea2da5ddee1cb9b2,131054.5999,No
0xf653113e4b91aecca73d65e9745cab25bf7b9251,130530.0334,No
0xf0cb07aa8322a983e6f7ae621770e5af872c0f18,129470.607,No
0x06e899335625194f89398be8e757b0bafc3cbe8f,128664.12,No
0xcaa933f892ebd7259fb77e481fe7232de8db8c03,128145.7989,No
0x567925101e9e736d7404510f9529dd7964e941b7,127487.3422,No
0x63b50ed6a63d4efde125807524139b9942a08d72,127274.8789,No
0x2eb2096a3772a8d34ce5204c137f6fa381afa9f6,127252.1579,No
0xdd3ae35bfd4d43481ecfd21bc3361e81eb0caec0,126662.1204,No
0x00ec551f1259f52eb5513b606f0da78d693cf69b,126637.6469,No
0x38f2944e482a050942e5fb1652af4690017cd141,126368.5934,No
0x5fb5448382aa861d2f5fc89bf91a337e4d8db613,126000,No
0x0cdd3123e66c529b8b7977efbb7a8c38682e3ea6,125000,No
0x86653b05fe5be8ba785312d0777c7f5b7210469b,125000,No
0x17388391054fcd9aafe8cadce97da8e91d393ab1,125000,No
0xad67636660980c3426e26c5a6af21b8442a7c5a1,124811.8073,No
0xa5c8d038c9eed54fbf452bb90862f259f73c56f7,124384.7947,No
0x6f45b8bbb188080eb48f4f07fb84d416b6a1f5c5,124075.3267,No
0xe228a43ef70b7ef5ccd6b6189667f88c0a904c95,123848.8699,No
0x94fc25be11a94350e683404adf623f3899892195,123691.9925,No
0x15908b3180e311a9499cea6a72961fdab10b0fac,122688.3622,No
0x6e825e86ce4c78afba37b12a7a7f54dc743f1401,122322.3141,No
0x4715f1a269a3d1c17257783303d7a444a1fbac0a,121719.7817,No
0x45bfd3025dd16733cc9b8c9a84a2ca50a5d8b653,121343.6178,No
0xc1b3c45d1d00ffd97eb35c752298de9086d0e30f,121211.787,No
0xb236d7b8746d5978fbbf99998557bb38ab8c8e17,121172.4029,No
0xf07195202fc108696898b9a6b39b71a8c2a16e42,121029.5749,No
0xb311f7c1afaf74185ecef203ced8c888c50c751d,120861.6541,No
0x9268bd3537916bea3e97435e7ffdb78781e598f3,119829.8601,No
0x86406e8ce2afb13b16d9b13cd1caf06fbe40d5b8,119727.9315,No
0xeaf6d0474b50a1d99284fb26b7867c91e8856025,118575.2769,No
0x9e6bc6a2ee777f5fefb9eaf44066e8849f845314,117500.0333,No
0xfccf822f27464c393f5da83028e66bfd65e3060b,117171.6745,No
0x7d9c012ea8e111cec46e89e01b7cd63687696862,115897.5838,No
0x3cb600ac14fed95fbed3da6d01771ca222ea00af,115385,No
0x35de94b726b0f23916e308f8d2035195fbf06418,115331.6161,No
0x6a5ee25fe2eb03a072c6653c7fdb6e98cf6ba9ff,113481.0514,No
0xa77ef3982ca66d36cbe27951a37010b8ee1ad11c,111930.9491,No
0x853824fe8162a3262a8771d9ebe4f275d63cdf02,111455.0335,No
0x582ae916ad511f490677fae91dbecf609a41e226,111234.609,No
0x1aa8101c343e3015020412ba0a3be7e81275cb32,111214.161,No
0x58e7c96d3428167c15345475224cd1399c463ab4,110202.1628,No
0x8207995a83925e1f46c1883f3c5addc68e963184,110172.962,No
0xb202bc69996cd216f749016bb276844dc9ddbeab,110009,No
0x9aadbd862682b6515d680dca8e7b40581b288017,109941,No
0x1dddf789ca75ac8bb4c146fbcf60041d2af3327e,107010.1937,No
0xfca9474c47828fff9c70aef7a197f614977f5aba,106803.6932,No
0xc8deba478608b9070433cc8caaccc4f9fee8f477,106595.6669,No
0xab51962c76cc8b5b2fdff9b8c184cbd85d911646,106493.2959,No
0x2fb15654ef5b6df6af5ae85991b2293330b6f600,105925,No
0xd67cce92218517b4963ee843b3a454d382691f6e,105637.6391,No
0xfc31ce34baf19a861c3e34513b29f589b0de37bb,105382.3411,No
0xddd36e74f31fdc556eb4a58a4667641528b2d032,105118,No
0xeb30f637208eb3b2f6eae0f9ef4352bb902415bd,103770.4619,No
0x45ec70cb97ffaa03995f43f0b8ee35e671333632,103492.3347,No
0xca2cdb5d57c97de62b1cf4346118658cabb4c6d0,103205.4866,No
0x2d90b171779a4a3de5e0187216308f87dcc876e3,102560.354,No
0x0f2aeed124d9d8dfdc8dd44cb485c985237f4a93,102518.4355,No
0x29e6d8795e89a2089a0ce143a5cf0873d01fb611,101972.5756,No
0x6c8d14e86521b983ffde9de29e2dfd80514ee505,101971.5846,No
0xc4b33531b363f4b9933158c0dc7c10bbd54c4eb1,101146.095,No
0x89884a1ddd3d0c1b809b2054eccc1a0450538344,101105.9432,No
0x85cca473ebedf91724be38ecce5bf2992f594d0e,101029.0118,No
0xe6c630690d77ed801e4d5da076c09cde1f0ec560,100986.89,No
0xbec0a84bed038fcfecfc239b0adddcfde3670d15,100938.4067,No
0xb0ec4f2ec0c8b2a5cee0ac23bb198fa309ce86ed,100881,No
0xcce8d59affdd93be338fc77fa0a298c2cb65da59,100842.3752,No
0x3b5c6165c634a2c224ec63e13fae120d82900065,100593.4917,No
0x4bc214ec2dfc335af4e1ea348131190aa9c4c461,100446.2198,No
0xff203a2d084c6cdbac4dcf0f871660bcd723e8f9,100438.3582,No
0x43c5761a3613d25208e213e744667685369877b3,100298.0203,No
0x001d6c3d328c05b042cc2264ba34bf80b08e7950,100236.9987,No
0x1acd318a70d0ca0429430c8b5b29c06640ec4c25,100216.4767,No
0x5115fa3d26bd209e721fa2f4cad31cd182aa6cfa,100177.3511,No
0x2cdea46a78c0cca628a28c351f3966a5fb5bdd11,100160.153,No
0x1cd87b73c1af79e794bf5e793c980e2892aa017a,100048.6681,No
0x9cf60b7d2ff4c5b39c46b372bbce7ae9aa352333,100010,No
0x9cc124c1f1c540a6115c59d506cd6bcbbf0c26c1,100001.4757,No
0xdc03ab7300f93779a4f1f389184de8497b697572,100000.1166,No
0x6873c4f7b1654bf172ec5553545b3202d758bf29,100000,No
0x95aa368a6850ccae55a417c365764ea9ff3eedfa,100000,No
0xc7138570c2607c6d656addef06aa1ee27277eda8,100000,No
0x4850d87e27a48a9df6392813245272f2a65867b3,100000,No
0xbe6d6183503451e742ffd77465185eed7a3f16f8,100000,No
0x7d96412c55cb8f0b3da4ce62b74be033d7118905,100000,No
0xeb417be70529d525485a9c71ce428166be86e8d2,100000,No
0x11688be24e3bbb765864943363d06da71cfc15f2,100000,No
0x21d628556b81025ffb543f4f3b6f346da7c4330e,100000,No
0x363e951bb6ce144040357c09f21ea25e797b2b28,100000,No
0x49b6a9afc9939a4652d26c1d3d385559de3d6269,100000,No
0xf362bda6cd2a4e90671c7b4a9e1d29aaa3752f7a,100000,No
0x2209623537f734b22354403fd1bc1b3a33399e55,100000,No
0x965b8748fc45eba33844c2588ba84e624eae9d3e,100000,No
0x93446b32097f39d5d078ad706de9d1ee87ab10cb,100000,No
0x9ee44ae9df3b2a6658eab0ae0b69e8c0f74ec188,100000,No
0x47123e746ae081937f19a4f26bce6c44e5b93010,100000,No
0xdeaad4b9bd25272bab38f8a74a8793990eabc399,100000,No
0xe6ee1b79627243ee40ec929fe2573e63d70b10c4,100000,No
0xc6b9eefb41a777f96691f7adabe82bc711ea5e30,100000,No
0xf3d13003c9ca9774de600fcb01c27168e0b28a81,99970,No
0x5996c16781f5fc2404f6dd2f2d09c76b39acee23,99800.7592,No
0x6233b09a57ebe8af0e08b71b9c1bdfb285a22f27,99765.91958,No
0x761329968f9d93e0a7f5c2eb8bbedde7d2cb62dc,99280.11782,No
0xc4429c7f201e326989cf3dd7f0c4ff8ae3a15ae7,98077.7453,No
0x6b6ce11215e546bfa3ca8db950f944a60a322e62,97988.98071,No
0xa7696829f9ec1c3ef45ea59af28a4dbdf77001b1,97734.32791,No
0xdc4ae264911c98c33574335278cda43c3e4fc890,97688.30191,No
0x78a28ca0b9b98571a1fc5bada89704b8e81e51b0,95559.16401,No
0x8203e68252706a0378a0427cfbbbf203c78769a4,94955.948,No
0x33e8aef17d0a4daec3d1ba921f3fb6909bf02386,94147.83068,No
0x79c2fd6dde22d986e7609b93411c1c52a68cf67d,93489.04641,No
0x7cea76a208ab7cc64dd44d3b38a898924d9f2a6f,92985.01726,No
0xe360e543c25150a1c4473b160d00de0269576ef3,92414.40009,No
0x1d573cce167f8388f5ca9e5752be06e2a86703ac,92393.95718,No
0xb767ae5e8ccbc0950b2966dfe2832e258dcd1d94,92199.30883,No
0x0aac1452337578bf7b467ec4e043bd8acd842206,92138.71759,No
0x67891e1e1a35bde6ed824a96e693f6c46b5f3721,92031.2255,No
0x79d5551bbc191f1936f0516e70d054591828736f,91554.84587,No
0xa97c6090878324dcdfdb173088289392e193a923,91073.42516,No
0xe5730f334c52bb7c2d8e01b74fed575466c1808d,90951.3746,No
0x5e136dd0e3ed3b0880b9dd2fa02cee877cbcf745,90909,No
0x8559de9a8f069e1f9af571a01f228ef256a7bde2,90532.13004,No
0xccbaff96854525e8c169e09177b52acc8cebcbac,90317.99195,No
0x00a85fc18839a74cee79d148f3248dd3fc39bdde,90283.3673,No
0xef2f7ca7dc00703e674e515b640d6b84199c774d,90102.27982,No
0x6c14caafd35494fe1a956e621e7cdf1c629250f1,90000.4355,No
0x6afc6fb9b3fe9f77badd5413a1e1dc4fea0f22b9,90000,No
0x492da4ff9cfe9c8f74fc4c99699b6ec1c6794861,89869.09554,No
0x558c8817e340509d9d2ebe4413d313430af817af,89724.68651,No
0x444e01dcb3a1ec1b1aa1344505ed7c8690d53281,89465.85502,No
0xc371f9f3fa339d77d49831210ca6e71634f9ae5e,89275.13054,No
0x5ca4279280d902144cdf0f5fc85d7f521e5dd1b9,89023.92718,No
0xf0c3dced2f052a75dc9d12aa973f0744d3cbddcc,88695.95878,No
0x687ecfd83dd1274faedd86370f6f6e15103bf4f8,88181,No
0x4bfccb595e5675566f1243f572c8d6d6f5fb5342,88149.1702,No
0xf6416bbb7adfa44a3462045233d68d0d2314dfd1,88000.60892,No
0x6932256b5239eda1a2a86dc07c72673bf5bdf4af,86942,No
0xcadcd5393135523ba3845b74d22a27cd98e48aa6,85966.03048,No
0xf9a3083b4f843491a446d19f7bdf2b55dffc4845,85961.25472,No
0x4cd94f282dc195d28108644e663f07bed4d1de93,85260.28358,No
0x56c7a8e5a1e4b4f44081a2d713a47811d993e59b,85040.58756,No
0xcdda86575fd7aede9d20134e161bb11977c7f048,85000,No
0x41e0d836a1c629384c8282e74ec49335d0264be3,85000,No
0xbb3e4ab06df4a6814ce1b7f5fc08bcc09c2405a8,84702.155,No
0x80a526dc624a86248c6103189966691834f482cb,84681.51788,No
0x856f8064e2ad27023801ff725451e145b4640ae6,84127.34909,No
0x98f64e17979556116bfa5ee3d3a102c8b235cfbd,83934.72793,No
0x8003356bdb79e4e63e98d383869ee9f98fe6dd6b,83719.18907,No
0x474a001faac21829b12bb3bf0422fe9ad76ed208,82732.82728,No
0x54fba20e7fb886427b4e36499e17be27d7b797fe,82072.03242,No
0xed1fca154232cb0c7de913d09984878a9759b422,81756.77401,No
0x5afb45c5dd6b0397e1b0097d96313316c4b468e1,80979.64805,No
0xeeb771b07002afb86b81bd90ff238b19faf5e1b2,80577.94452,No
0x511c9c76d1bcc59baa4c19ce79bee31ea974c8f2,79344,No
0x08d96ffb012b907bfa2a4fd682cadea34f0d38d6,78747.84661,No
0x2a5dec3ac9e3d6f8e8b7fbd1ef9d5f9d1df6ac50,78703.8489,No
0x2e70f3cf638ee5a29906e4c3f2f90e56e3711e5d,78679.30551,No
0x066c1305f5cbcfde7cc83d66168dd70c1a6b3706,78532.94038,No
0x2589eb2f14f405cb0538dd59b39a09d148cb16a7,78290.963,No
0xffc38ce0454741b6441ac73ad732bbdcdfdcdd0f,78081.12354,No
0x76614f14dae8cf79b39376d43face487f3950c85,77265.05589,No
0x09f4610cda5304f89268c12057615cd3df45a6e5,76872.17898,No
0xd5f1631faa029c075effbf331f7f52101a88f77d,76711.94686,No
0xeef15176169085079a54a5e709a4a9d4f5097dff,76386.3862,No
0x988d3b254bdee567f23a1d1d8ad7a6ec9fc0a476,76220.71076,No
0x0b1eced3813b5211844c7ecd3b1cef962e640b59,76000,No
0xf579178412d7e51a21526ed9f4542f70f98baf7c,75996.37326,No
0x02ef744c9160384ce566b3e41c48fb9b35daf162,75859.52992,No
0x9243391eb953d25228d5845f7514952edcf12958,74780.00295,No
0x02aa27df7abc9d0e4c5a49903304b9aaa7c150c2,74692.447,No
0x75a9dcf1cd91f0428e3a5569f01e92e6fb241b6a,74590.11081,No
0x10b7079787143abb3f047070e19234d51c5ed158,74168.78314,No
0x528e099b71d211286dbe27918e9365a2c1ba200f,73970.17998,No
0x87e19ae8a3a0388b94bf5c3bbf01685138787c9a,73915.16574,No
0xd6a718fe11d5d3b770e5369e06a5ecd583b4c9c3,73915.16574,No
0xdc9dce81cb89db0c27c477204f272bbf3bbb2326,73737.52246,No
0xb5b95affe29e7ebe3913a7d2b8ee0182fcb59bc9,73526.05283,No
0x0845023d9cf11cd2e5127c00801d512fe0ede684,73434.98468,No
0x4e6bbf39c8d279733f68d14f33568b363353573a,73005,No
0x8fccea132c7fab61214acd7c1ca5ea2c1230539b,72818.26736,No
0xa85fda66b2f25d1883e6f78c4c356a088842f9cf,72440.78754,No
0xc8d863fc2b0381aa31c1a7ff05a3ff57c59d2969,72301.58689,No
0x26e311f4c3f21a7065a44f24519c5bdd550734de,72248.07201,No
0xb5236060a99fcf91461891d66bacc79dbb14b336,72121.3459,No
0xe96e7353fe78ab94d1b43417e21ebc5af985f41a,71723.02231,No
0xaacb4ab2388020837919457c8d0620d92a2da25c,71423.6433,No
0xa9e84133c96252ee2a09379f38b42d74a9842c98,70197.49952,No
0xa125245c6574fee52568c69cfec6934d61d3b06a,70006.53359,No
0xb77143c3e41690356e14b6c301af2cf532ce15ff,70000,No
0x558213d1497469b03e8f6f68952e5dcd49ac6aa7,69931.42647,No
0xebd891cd8fad7b8ca155c229c3b60e61ec6a33fb,68897.80096,No
0xd2b0beffb2955a566fda70a11689effb16e037da,68646.22441,No
0x842e2593d9b957350eef51370de719d33e23d735,68558.26226,No
0x552fdf50c80af6e80a468aca3ca8582562cdb7a2,67935.25808,No
0x74fe6960d46aba341372145d6bde53aaee91e1ad,67871.17971,No
0x06a573fadf0148cb6920d8daff5e25a04fc1fffb,67760.8728,No
0x2e2cdcc89c5b4801dfe11d575e65a3528abaed65,67561.33909,No
0x7ecb0f818cad02f60ee0f6dc4aa93341824c4031,66805.18736,No
